index,lightness,width,species
0,2.834754098360656,21.087142857142855,0
1,3.329180327868852,18.877142857142857,0
2,3.6904918032786886,19.824285714285715,0
3,4.812459016393442,17.759999999999998,0
4,4.812459016393442,16.497142857142855,0
5,4.92655737704918,16.181428571428572,0
6,1.2563934426229508,15.55,0
7,1.63672131147541,20.14,0
8,1.9980327868852457,19.97,0
9,2.872786885245902,18.24571428571429,0
10,3.2340983606557376,18.707142857142856,0
11,3.861639344262296,19.192857142857143,0
12,2.093114754098361,17.395714285714284,0
13,2.093114754098361,15.962857142857144,0
14,2.7016393442622952,17.395714285714284,0
15,2.834754098360656,18.974285714285717,0
16,2.834754098360656,16.27857142857143,0
17,2.093114754098361,20.67428571428572,0
18,2.207213114754098,19.24142857142857,0
19,2.3403278688524587,18.294285714285717,0
20,3.081967213114754,20.504285714285714,0
21,0.8,20.67428571428572,0
22,1.4655737704918033,14.7,0
23,1.598688524590164,21.13571428571429,0
24,3.329180327868852,19.605714285714285,0
25,3.4432786885245905,18.027142857142856,0
26,3.576393442622951,17.225714285714286,0
27,3.785573770491803,16.545714285714286,0
28,3.8996721311475406,18.44,0
29,4.14688524590164,17.662857142857142,0
30,4.14688524590164,17.347142857142856,0
31,4.7744262295081965,17.03142857142857,0
32,6.6,16.084285714285713,0
33,1.2563934426229508,21.5,0
34,3.481311475409836,14.991428571428573,0
35,4.14688524590164,18.707142857142856,0
36,3.614426229508197,15.282857142857145,0
37,1.3324590163934429,21.087142857142855,0
38,1.4655737704918033,16.497142857142855,0
39,0.9331147540983606,18.658571428571427,0
40,1.63672131147541,19.38714285714285,0
41,2.055081967213115,18.512857142857143,0
42,2.055081967213115,16.764285714285712,0
43,2.663606557377049,19.46,0
44,2.872786885245902,19.70285714285714,0
45,2.9868852459016395,16.764285714285712,0
46,3.12,17.80857142857143,0
47,3.12,16.91,0
48,3.2340983606557376,15.647142857142857,0
49,3.3672131147540982,16.861428571428572,0
50,3.4052459016393444,20.237142857142857,0
51,3.975737704918033,16.23,0
52,4.470163934426229,16.545714285714286,0
53,4.60327868852459,15.185714285714283,0
54,4.717377049180328,18.124285714285712,0
55,5.097704918032787,14.7,0
56,5.268852459016393,15.04,0
57,5.592131147540983,15.647142857142857,0
58,6.010491803278688,18.82857142857143,0
59,6.3337704918032784,16.667142857142856,0
60,4.432131147540983,20.334285714285716,0
61,4.717377049180328,19.217142857142857,0
62,2.663606557377049,20.285714285714285,0
63,5.135737704918033,19.654285714285717,0
64,3.4052459016393444,17.08,0
65,2.5875409836065573,15.307142857142855,0
66,3.576393442622951,16.254285714285714,0
67,4.070819672131147,17.201428571428572,0
68,4.5652459016393445,15.768571428571429,0
69,5.173770491803278,16.715714285714284,0
70,5.915409836065574,16.254285714285714,0
71,1.1232786885245902,19.92142857142857,0
72,1.2563934426229508,17.395714285714284,0
73,1.3704918032786886,18.34285714285714,0
74,5.74,17.551957295373665,1
75,6.469677419354839,20.891459074733092,1
76,6.581935483870968,17.69928825622776,1
77,7.0683870967741935,18.828825622775803,1
78,7.199354838709677,18.97615658362989,1
79,7.929032258064517,19.14804270462633,1
80,8.284516129032259,19.786476868327405,1
81,8.284516129032259,17.551957295373665,1
82,8.284516129032259,15.955871886120995,1
83,8.770967741935484,14.998220640569397,1
84,5.16,18.779715302491105,1
85,7.723225806451614,17.502846975088968,1
86,7.835483870967742,19.565480427046264,1
87,8.078709677419354,19.09893238434164,1
88,8.078709677419354,18.46049822064057,1
89,7.798064516129033,17.920284697508897,1
90,8.284516129032259,19.516370106761567,1
91,7.0683870967741935,16.962633451957295,1
92,7.274193548387098,18.01850533807829,1
93,4.0,17.69928825622776,1
94,6.787741935483871,19.66370106761566,1
95,6.993548387096775,21.529893238434163,1
96,7.610967741935484,16.324199288256228,1
97,8.003870967741936,16.790747330960855,1
98,8.134838709677421,20.62135231316726,1
99,4.636129032258065,18.75516014234876,1
100,4.972903225806451,16.8644128113879,1
101,5.16,19.982918149466197,1
102,5.646451612903226,18.8779359430605,1
103,5.945806451612904,19.418149466192173,1
104,6.394838709677419,21.8,1
105,6.638064516129033,15.955871886120995,1
106,6.787741935483871,18.28861209964413,1
107,6.918709677419355,19.09893238434164,1
108,6.993548387096775,20.154804270462638,1
109,7.0683870967741935,19.393594306049824,1
110,7.0683870967741935,18.43594306049822,1
111,7.236774193548388,17.551957295373665,1
112,7.367741935483872,20.42491103202847,1
113,7.5922580645161295,18.23950177935943,1
114,7.723225806451614,18.558718861209965,1
115,7.760645161290324,21.33345195729537,1
116,8.452903225806452,18.23950177935943,1
117,9.538064516129031,20.30213523131673,1
118,4.767096774193549,19.982918149466197,1
119,5.571612903225807,20.71957295373665,1
120,6.058064516129033,18.19039145907473,1
121,6.095483870967742,20.64590747330961,1
122,6.338709677419355,18.8779359430605,1
123,7.274193548387098,20.891459074733092,1
124,7.311612903225807,14.9,1
125,7.51741935483871,19.46725978647687,1
126,8.976774193548387,18.65693950177936,1
127,5.365806451612904,21.308896797153025,1
128,6.226451612903226,20.20391459074733,1
129,8.789677419354838,16.054092526690393,1
130,9.8,17.06085409252669,1
